date,store_id,item_id,qty_sold,price,discount_pct,on_promo,stockout_flag,stock_on_hand,lead_time_days,unit_cost,holding_cost_rate
2023-04-10,S1,P1,42,68,22,1,0,78,7,100,0.2
2023-04-12,S1,P1,25,74,0,0,0,31,7,100,0.2
2023-04-13,S1,P1,31,88,25,1,0,76,7,100,0.2
2023-04-14,S1,P1,27,191,0,0,0,61,7,100,0.2
2023-04-15,S1,P1,36,195,20,1,0,94,7,100,0.2
2023-04-16,S1,P1,55,194,18,1,0,93,7,100,0.2
2023-04-18,S1,P1,27,158,0,0,0,27,7,100,0.2
2023-04-20,S1,P1,23,68,0,0,0,50,7,100,0.2
2023-04-21,S1,P1,27,88,0,0,0,38,7,100,0.2
2023-04-22,S1,P1,38,190,0,0,0,64,7,100,0.2
2023-04-23,S1,P1,38,110,0,0,0,91,7,100,0.2
2023-04-25,S1,P1,28,105,0,0,0,44,7,100,0.2
2023-04-27,S1,P1,27,69,0,0,0,38,7,100,0.2
2023-04-28,S1,P1,26,98,0,0,0,66,7,100,0.2
2023-04-30,S1,P1,40,61,0,0,0,94,7,100,0.2
2023-05-01,S1,P1,21,139,0,0,0,55,7,100,0.2
2023-05-02,S1,P1,24,77,0,0,0,79,7,100,0.2
2023-05-03,S1,P1,29,190,25,1,0,48,7,100,0.2
2023-05-04,S1,P1,40,96,15,1,0,88,7,100,0.2
2023-05-05,S1,P1,26,167,0,0,0,52,7,100,0.2
2023-05-06,S1,P1,51,60,24,1,0,68,7,100,0.2
2023-05-07,S1,P1,38,147,26,1,0,96,7,100,0.2
2023-05-09,S1,P1,26,132,0,0,0,56,7,100,0.2
2023-05-10,S1,P1,26,159,0,0,0,97,7,100,0.2
2023-05-11,S1,P1,21,162,0,0,0,84,7,100,0.2
2023-05-12,S1,P1,21,141,0,0,0,53,7,100,0.2
2023-05-13,S1,P1,29,103,27,1,0,31,7,100,0.2
2023-05-14,S1,P1,45,134,26,1,0,66,7,100,0.2
2023-05-15,S1,P1,44,99,11,1,0,57,7,100,0.2
2023-05-16,S1,P1,28,128,0,0,0,49,7,100,0.2
2023-05-17,S1,P1,30,128,0,0,0,57,7,100,0.2
2023-05-18,S1,P1,25,130,0,0,0,70,7,100,0.2
2023-05-19,S1,P1,25,83,0,0,0,88,7,100,0.2
2023-05-20,S1,P1,35,175,0,0,0,85,7,100,0.2
2023-05-21,S1,P1,24,129,0,0,0,42,7,100,0.2
2023-05-22,S1,P1,29,57,0,0,0,35,7,100,0.2
2023-05-23,S1,P1,28,142,0,0,0,86,7,100,0.2
2023-05-24,S1,P1,34,70,28,1,0,38,7,100,0.2
2023-05-25,S1,P1,23,119,0,0,0,40,7,100,0.2
2023-05-26,S1,P1,22,139,0,0,0,31,7,100,0.2
2023-05-27,S1,P1,25,170,0,0,0,66,7,100,0.2
2023-05-28,S1,P1,25,143,0,0,0,75,7,100,0.2
2023-05-29,S1,P1,24,50,0,0,0,55,7,100,0.2
2023-05-30,S1,P1,20,96,0,0,0,71,7,100,0.2
2023-05-31,S1,P1,24,179,0,0,0,97,7,100,0.2
2023-06-01,S1,P1,14,105,0,0,0,33,7,100,0.2
2023-06-03,S1,P1,27,168,0,0,0,34,7,100,0.2
2023-06-04,S1,P1,30,74,0,0,0,63,7,100,0.2
2023-06-05,S1,P1,38,117,29,1,0,44,7,100,0.2
2023-06-06,S1,P1,32,160,0,0,0,53,7,100,0.2
2023-06-07,S1,P1,19,150,0,0,0,61,7,100,0.2
2023-06-08,S1,P1,32,108,0,0,0,75,7,100,0.2
2023-06-09,S1,P1,32,199,14,1,0,52,7,100,0.2
2023-06-10,S1,P1,28,111,0,0,0,94,7,100,0.2
2023-06-12,S1,P1,27,124,0,0,0,85,7,100,0.2
2023-06-13,S1,P1,38,111,15,1,0,70,7,100,0.2
2023-06-14,S1,P1,26,93,0,0,0,70,7,100,0.2
2023-06-15,S1,P1,29,167,0,0,0,45,7,100,0.2
2023-06-16,S1,P1,21,96,0,0,0,31,7,100,0.2
2023-06-19,S1,P1,21,54,0,0,0,29,7,100,0.2
2023-06-20,S1,P1,31,66,0,0,0,92,7,100,0.2
2023-06-21,S1,P1,23,87,0,0,0,34,7,100,0.2
2023-06-22,S1,P1,30,127,21,1,0,69,7,100,0.2
2023-06-24,S1,P1,34,113,0,0,0,79,7,100,0.2
2023-06-25,S1,P1,30,154,0,0,0,30,7,100,0.2
2023-06-27,S1,P1,29,111,0,0,0,45,7,100,0.2
2023-06-28,S1,P1,30,121,0,0,0,59,7,100,0.2
2023-06-29,S1,P1,24,81,0,0,0,33,7,100,0.2
2023-06-30,S1,P1,16,194,0,0,0,34,7,100,0.2
2023-07-01,S1,P1,45,102,11,1,0,97,7,100,0.2
2023-07-03,S1,P1,29,91,0,0,0,91,7,100,0.2
2023-07-04,S1,P1,27,87,0,0,0,46,7,100,0.2
2023-07-05,S1,P1,23,82,0,0,0,46,7,100,0.2
2023-07-06,S1,P1,26,146,0,0,0,93,7,100,0.2
2023-07-07,S1,P1,23,96,0,0,0,32,7,100,0.2
2023-07-08,S1,P1,37,117,0,0,0,66,7,100,0.2
2023-07-10,S1,P1,32,118,0,0,0,46,7,100,0.2
2023-07-11,S1,P1,48,183,19,1,0,57,7,100,0.2
2023-07-13,S1,P1,14,149,0,0,0,79,7,100,0.2
2023-07-14,S1,P1,22,78,0,0,0,70,7,100,0.2
2023-07-15,S1,P1,37,60,0,0,0,60,7,100,0.2
2023-07-16,S1,P1,41,106,23,1,0,55,7,100,0.2
2023-07-17,S1,P1,25,104,0,0,0,73,7,100,0.2
2023-07-18,S1,P1,28,186,0,0,0,72,7,100,0.2
2023-07-19,S1,P1,19,166,0,0,0,76,7,100,0.2
2023-07-20,S1,P1,21,87,0,0,0,94,7,100,0.2
2023-07-21,S1,P1,27,140,0,0,0,53,7,100,0.2
2023-07-22,S1,P1,23,74,0,0,0,70,7,100,0.2
2023-07-23,S1,P1,29,137,0,0,0,89,7,100,0.2
2023-07-24,S1,P1,31,163,0,0,0,45,7,100,0.2
2023-07-25,S1,P1,22,130,0,0,0,90,7,100,0.2
2023-07-26,S1,P1,35,50,26,1,0,90,7,100,0.2
2023-07-27,S1,P1,25,172,0,0,0,70,7,100,0.2
2023-07-28,S1,P1,23,79,0,0,0,68,7,100,0.2
2023-07-30,S1,P1,29,112,0,0,0,57,7,100,0.2
2023-08-01,S1,P1,25,173,0,0,0,53,7,100,0.2
2023-08-03,S1,P1,32,121,0,0,0,78,7,100,0.2
2023-08-04,S1,P1,15,100,0,0,0,86,7,100,0.2
2023-08-05,S1,P1,25,81,0,0,0,97,7,100,0.2
2023-08-08,S1,P1,24,85,0,0,0,38,7,100,0.2
2023-08-12,S1,P1,24,130,0,0,0,43,7,100,0.2
2023-08-14,S1,P1,31,152,0,0,0,44,7,100,0.2
2023-08-15,S1,P1,29,78,0,0,0,45,7,100,0.2
2023-08-16,S1,P1,19,124,0,0,0,56,7,100,0.2
2023-08-17,S1,P1,39,83,18,1,0,57,7,100,0.2
2023-08-18,S1,P1,32,171,0,0,0,44,7,100,0.2
2023-08-19,S1,P1,28,106,0,0,0,46,7,100,0.2
2023-08-20,S1,P1,32,147,0,0,0,59,7,100,0.2
2023-08-21,S1,P1,34,194,0,0,0,64,7,100,0.2
2023-08-22,S1,P1,31,171,0,0,0,81,7,100,0.2
2023-08-23,S1,P1,29,85,10,1,0,70,7,100,0.2
2023-08-24,S1,P1,21,198,0,0,0,48,7,100,0.2
2023-08-25,S1,P1,37,147,16,1,0,73,7,100,0.2
2023-08-26,S1,P1,37,199,0,0,0,43,7,100,0.2
2023-08-27,S1,P1,26,130,0,0,0,39,7,100,0.2
2023-08-28,S1,P1,29,122,0,0,0,92,7,100,0.2
2023-08-29,S1,P1,26,153,0,0,0,62,7,100,0.2
2023-08-30,S1,P1,24,84,0,0,0,58,7,100,0.2
2023-08-31,S1,P1,28,68,0,0,0,31,7,100,0.2
2023-09-01,S1,P1,28,98,0,0,0,78,7,100,0.2
2023-09-02,S1,P1,24,198,0,0,0,27,7,100,0.2
2023-09-03,S1,P1,30,74,0,0,0,99,7,100,0.2
2023-09-04,S1,P1,27,96,0,0,0,45,7,100,0.2
2023-09-05,S1,P1,29,194,0,0,0,35,7,100,0.2
2023-09-06,S1,P1,40,166,23,1,0,98,7,100,0.2
2023-09-07,S1,P1,19,121,0,0,0,67,7,100,0.2
2023-09-08,S1,P1,44,152,27,1,0,78,7,100,0.2
2023-09-09,S1,P1,30,157,0,0,0,50,7,100,0.2
2023-09-10,S1,P1,25,64,0,0,0,58,7,100,0.2
2023-09-12,S1,P1,30,104,0,0,0,85,7,100,0.2
2023-09-13,S1,P1,27,62,0,0,0,53,7,100,0.2
2023-09-14,S1,P1,29,95,0,0,0,58,7,100,0.2
2023-09-15,S1,P1,26,111,0,0,0,81,7,100,0.2
2023-09-17,S1,P1,29,52,0,0,0,84,7,100,0.2
2023-09-18,S1,P1,29,86,27,1,0,81,7,100,0.2
2023-09-19,S1,P1,24,122,0,0,0,84,7,100,0.2
2023-09-20,S1,P1,24,86,0,0,0,78,7,100,0.2
2023-09-21,S1,P1,21,173,0,0,0,62,7,100,0.2
2023-09-22,S1,P1,43,126,20,1,0,81,7,100,0.2
2023-09-23,S1,P1,45,53,16,1,0,71,7,100,0.2
2023-09-24,S1,P1,37,156,0,0,0,93,7,100,0.2
2023-09-25,S1,P1,34,52,0,0,0,60,7,100,0.2
2023-09-26,S1,P1,28,58,0,0,0,68,7,100,0.2
2023-09-27,S1,P1,41,172,26,1,0,80,7,100,0.2
2023-09-29,S1,P1,23,117,0,0,0,92,7,100,0.2
2023-09-30,S1,P1,42,186,12,1,0,48,7,100,0.2
2023-10-01,S1,P1,32,58,0,0,0,95,7,100,0.2
2023-10-02,S1,P1,28,87,0,0,0,98,7,100,0.2
2023-10-03,S1,P1,24,139,0,0,0,24,7,100,0.2
2023-10-04,S1,P1,28,130,0,0,0,47,7,100,0.2
2023-10-05,S1,P1,26,111,0,0,0,64,7,100,0.2
2023-10-06,S1,P1,32,140,0,0,0,59,7,100,0.2
2023-10-08,S1,P1,29,62,0,0,0,67,7,100,0.2
2023-10-09,S1,P1,41,56,19,1,0,82,7,100,0.2
2023-10-10,S1,P1,31,156,0,0,0,51,7,100,0.2
2023-10-11,S1,P1,25,131,0,0,0,58,7,100,0.2
2023-10-12,S1,P1,28,62,0,0,0,58,7,100,0.2
2023-10-13,S1,P1,28,153,0,0,0,36,7,100,0.2
2023-10-14,S1,P1,34,119,0,0,0,54,7,100,0.2
2023-10-15,S1,P1,24,123,0,0,0,90,7,100,0.2
2023-10-16,S1,P1,31,86,0,0,0,98,7,100,0.2
2023-10-17,S1,P1,24,197,0,0,0,87,7,100,0.2
2023-10-18,S1,P1,23,61,0,0,0,36,7,100,0.2
2023-10-19,S1,P1,26,167,0,0,0,29,7,100,0.2
2023-10-20,S1,P1,31,63,0,0,0,69,7,100,0.2
2023-10-21,S1,P1,39,174,21,1,0,55,7,100,0.2
2023-10-22,S1,P1,43,107,24,1,0,98,7,100,0.2
2023-10-23,S1,P1,25,78,0,0,0,65,7,100,0.2
2023-10-24,S1,P1,39,179,20,1,0,51,7,100,0.2
2023-10-25,S1,P1,31,76,0,0,0,41,7,100,0.2
2023-10-26,S1,P1,16,64,0,0,0,57,7,100,0.2
2023-10-27,S1,P1,23,113,0,0,0,54,7,100,0.2
2023-10-28,S1,P1,33,76,0,0,0,99,7,100,0.2
2023-10-30,S1,P1,42,180,29,1,0,90,7,100,0.2
2023-10-31,S1,P1,29,73,0,0,0,63,7,100,0.2
2023-11-01,S1,P1,26,66,0,0,0,44,7,100,0.2
2023-11-03,S1,P1,19,188,0,0,0,91,7,100,0.2
2023-11-04,S1,P1,52,70,26,1,0,91,7,100,0.2
2023-11-05,S1,P1,30,81,0,0,0,57,7,100,0.2
2023-11-06,S1,P1,22,151,0,0,0,52,7,100,0.2
2023-11-07,S1,P1,27,194,0,0,0,60,7,100,0.2
2023-11-08,S1,P1,28,129,0,0,0,65,7,100,0.2
2023-11-09,S1,P1,18,146,0,0,0,59,7,100,0.2
2023-11-10,S1,P1,25,126,0,0,0,52,7,100,0.2
2023-11-11,S1,P1,30,171,0,0,0,65,7,100,0.2
2023-11-12,S1,P1,43,98,11,1,0,63,7,100,0.2
2023-11-13,S1,P1,27,90,0,0,0,51,7,100,0.2
2023-11-17,S1,P1,25,155,0,0,0,79,7,100,0.2
2023-11-19,S1,P1,29,104,0,0,0,38,7,100,0.2
2023-11-20,S1,P1,36,185,0,0,0,64,7,100,0.2
2023-11-21,S1,P1,25,131,0,0,0,63,7,100,0.2
2023-11-22,S1,P1,31,86,0,0,0,41,7,100,0.2
2023-11-23,S1,P1,20,146,0,0,0,73,7,100,0.2
2023-11-24,S1,P1,41,73,26,1,0,50,7,100,0.2
2023-11-25,S1,P1,21,99,0,0,0,39,7,100,0.2
2023-11-26,S1,P1,42,166,18,1,0,55,7,100,0.2
2023-11-27,S1,P1,33,55,0,0,0,55,7,100,0.2
2023-11-28,S1,P1,18,174,0,0,0,77,7,100,0.2
2023-11-29,S1,P1,28,148,0,0,0,34,7,100,0.2
2023-11-30,S1,P1,19,63,0,0,0,61,7,100,0.2
2023-12-01,S1,P1,25,174,0,0,0,79,7,100,0.2
2023-12-03,S1,P1,24,54,0,0,0,54,7,100,0.2
2023-12-04,S1,P1,31,94,0,0,0,59,7,100,0.2
2023-12-05,S1,P1,35,142,23,1,0,99,7,100,0.2
2023-12-07,S1,P1,29,167,0,0,0,83,7,100,0.2
2023-12-08,S1,P1,19,98,0,0,0,56,7,100,0.2
2023-12-09,S1,P1,33,183,0,0,0,98,7,100,0.2
2023-12-10,S1,P1,33,197,0,0,0,80,7,100,0.2
2023-12-11,S1,P1,25,75,0,0,0,39,7,100,0.2
2023-12-12,S1,P1,25,108,0,0,0,54,7,100,0.2
2023-12-13,S1,P1,26,92,0,0,0,39,7,100,0.2
2023-12-14,S1,P1,16,78,0,0,0,69,7,100,0.2
2023-12-15,S1,P1,25,87,0,0,0,69,7,100,0.2
2023-12-16,S1,P1,36,101,0,0,0,64,7,100,0.2
2023-12-19,S1,P1,43,163,20,1,0,93,7,100,0.2
2023-12-20,S1,P1,19,185,0,0,0,45,7,100,0.2
2023-12-21,S1,P1,27,82,0,0,0,65,7,100,0.2
2023-12-22,S1,P1,28,191,0,0,0,50,7,100,0.2
2023-12-23,S1,P1,39,112,0,0,0,85,7,100,0.2
2023-12-24,S1,P1,41,62,18,1,0,67,7,100,0.2
2023-12-25,S1,P1,27,147,0,0,0,87,7,100,0.2
2023-12-27,S1,P1,43,178,28,1,0,94,7,100,0.2
2023-12-28,S1,P1,25,138,0,0,0,73,7,100,0.2
2023-12-29,S1,P1,31,198,0,0,0,34,7,100,0.2
2023-12-30,S1,P1,23,98,0,0,0,52,7,100,0.2
2023-12-31,S1,P1,20,148,0,0,0,30,7,100,0.2
2023-01-01,S1,P2,41,58,0,0,0,93,7,100,0.2
2023-01-02,S1,P2,31,166,0,0,0,89,7,100,0.2
2023-01-04,S1,P2,32,136,0,0,0,67,7,100,0.2
2023-01-05,S1,P2,52,70,27,1,0,62,7,100,0.2
2023-01-06,S1,P2,30,100,0,0,0,94,7,100,0.2
2023-01-07,S1,P2,33,190,0,0,0,40,7,100,0.2
2023-01-08,S1,P2,28,76,0,0,0,71,7,100,0.2
2023-01-10,S1,P2,28,181,0,0,0,96,7,100,0.2
2023-01-12,S1,P2,28,105,0,0,0,82,7,100,0.2
2023-01-13,S1,P2,28,91,0,0,0,80,7,100,0.2
2023-01-14,S1,P2,31,178,0,0,0,73,7,100,0.2
2023-01-15,S1,P2,36,155,0,0,0,64,7,100,0.2
2023-01-16,S1,P2,28,58,0,0,0,45,7,100,0.2
2023-01-17,S1,P2,38,121,0,0,0,61,7,100,0.2
2023-01-18,S1,P2,28,99,0,0,0,87,7,100,0.2
2023-01-19,S1,P2,34,138,0,0,0,79,7,100,0.2
2023-01-20,S1,P2,28,98,0,0,0,88,7,100,0.2
2023-01-21,S1,P2,28,168,0,0,0,52,7,100,0.2
2023-01-22,S1,P2,25,60,0,0,0,54,7,100,0.2
2023-01-23,S1,P2,27,126,0,0,0,97,7,100,0.2
2023-01-25,S1,P2,39,167,0,0,0,61,7,100,0.2
2023-01-26,S1,P2,35,95,0,0,0,43,7,100,0.2
2023-01-27,S1,P2,24,81,0,0,0,61,7,100,0.2
2023-01-28,S1,P2,30,180,0,0,0,55,7,100,0.2
2023-01-29,S1,P2,31,62,0,0,0,89,7,100,0.2
2023-01-30,S1,P2,36,99,17,1,0,91,7,100,0.2
2023-01-31,S1,P2,27,174,0,0,0,63,7,100,0.2
2023-02-01,S1,P2,20,51,0,0,0,63,7,100,0.2
2023-02-02,S1,P2,26,147,0,0,0,54,7,100,0.2
2023-02-03,S1,P2,17,85,0,0,0,77,7,100,0.2
2023-02-04,S1,P2,45,155,24,1,0,74,7,100,0.2
2023-02-05,S1,P2,31,193,0,0,0,36,7,100,0.2
2023-02-06,S1,P2,22,193,0,0,0,22,7,100,0.2
2023-02-07,S1,P2,35,170,14,1,0,84,7,100,0.2
2023-02-08,S1,P2,25,199,0,0,0,89,7,100,0.2
2023-02-09,S1,P2,27,87,0,0,0,35,7,100,0.2
2023-02-10,S1,P2,25,85,0,0,0,33,7,100,0.2
2023-02-12,S1,P2,44,55,13,1,0,74,7,100,0.2
2023-02-14,S1,P2,31,84,0,0,0,64,7,100,0.2
2023-02-15,S1,P2,28,129,0,0,0,86,7,100,0.2
2023-02-18,S1,P2,29,82,0,0,0,73,7,100,0.2
2023-02-19,S1,P2,32,174,0,0,0,73,7,100,0.2
2023-02-20,S1,P2,31,183,0,0,0,60,7,100,0.2
2023-02-21,S1,P2,25,74,0,0,0,87,7,100,0.2
2023-02-22,S1,P2,22,61,0,0,0,64,7,100,0.2
2023-02-23,S1,P2,26,69,0,0,0,97,7,100,0.2
2023-02-24,S1,P2,29,183,0,0,0,79,7,100,0.2
2023-02-25,S1,P2,24,59,0,0,0,24,7,100,0.2
2023-02-27,S1,P2,24,122,0,0,0,40,7,100,0.2
2023-02-28,S1,P2,18,129,0,0,0,26,7,100,0.2
2023-03-01,S1,P2,31,66,0,0,0,59,7,100,0.2
2023-03-02,S1,P2,34,101,0,0,0,71,7,100,0.2
2023-03-03,S1,P2,31,111,0,0,0,82,7,100,0.2
2023-03-06,S1,P2,26,128,0,0,0,40,7,100,0.2
2023-03-08,S1,P2,30,131,0,0,0,72,7,100,0.2
2023-03-09,S1,P2,20,101,0,0,0,40,7,100,0.2
2023-03-10,S1,P2,23,83,0,0,0,45,7,100,0.2
2023-03-11,S1,P2,38,91,0,0,0,71,7,100,0.2
2023-03-12,S1,P2,28,162,0,0,0,32,7,100,0.2
2023-03-13,S1,P2,32,146,0,0,0,48,7,100,0.2
2023-03-14,S1,P2,34,77,17,1,0,40,7,100,0.2
2023-03-15,S1,P2,47,128,17,1,0,68,7,100,0.2
2023-03-16,S1,P2,46,136,22,1,0,88,7,100,0.2
2023-03-17,S1,P2,25,178,0,0,0,62,7,100,0.2
2023-03-18,S1,P2,32,66,0,0,0,43,7,100,0.2
2023-03-19,S1,P2,25,184,0,0,0,34,7,100,0.2
2023-03-20,S1,P2,22,54,0,0,0,70,7,100,0.2
2023-03-22,S1,P2,27,153,0,0,0,27,7,100,0.2
2023-03-23,S1,P2,19,85,0,0,0,68,7,100,0.2
2023-03-24,S1,P2,34,154,0,0,0,97,7,100,0.2
2023-03-27,S1,P2,31,173,0,0,0,51,7,100,0.2
2023-03-28,S1,P2,26,64,0,0,0,29,7,100,0.2
2023-03-29,S1,P2,28,127,0,0,0,78,7,100,0.2
2023-03-30,S1,P2,22,81,0,0,0,41,7,100,0.2
2023-04-01,S1,P2,32,175,0,0,0,40,7,100,0.2
2023-04-02,S1,P2,34,135,0,0,0,94,7,100,0.2
2023-04-03,S1,P2,30,141,0,0,0,41,7,100,0.2
2023-04-04,S1,P2,42,137,24,1,0,42,7,100,0.2
2023-04-05,S1,P2,23,146,0,0,0,41,7,100,0.2
2023-04-06,S1,P2,17,79,0,0,0,48,7,100,0.2
2023-04-07,S1,P2,40,177,24,1,0,44,7,100,0.2
2023-04-08,S1,P2,26,178,0,0,0,91,7,100,0.2
2023-04-11,S1,P2,22,115,0,0,0,46,7,100,0.2
2023-04-12,S1,P2,32,103,0,0,0,77,7,100,0.2
2023-04-14,S1,P2,26,105,0,0,0,89,7,100,0.2
2023-04-15,S1,P2,34,181,0,0,0,77,7,100,0.2
2023-04-16,S1,P2,40,86,0,0,0,45,7,100,0.2
2023-04-17,S1,P2,20,152,0,0,0,73,7,100,0.2
2023-04-18,S1,P2,32,53,0,0,0,90,7,100,0.2
2023-04-20,S1,P2,30,131,0,0,0,43,7,100,0.2
2023-04-21,S1,P2,22,109,0,0,0,79,7,100,0.2
2023-04-22,S1,P2,37,158,0,0,0,43,7,100,0.2
2023-04-23,S1,P2,25,166,0,0,0,77,7,100,0.2
2023-04-24,S1,P2,27,162,0,0,0,74,7,100,0.2
2023-04-25,S1,P2,34,112,0,0,0,37,7,100,0.2
2023-04-26,S1,P2,29,106,0,0,0,94,7,100,0.2
2023-04-27,S1,P2,33,194,22,1,0,52,7,100,0.2
2023-04-28,S1,P2,26,96,0,0,0,34,7,100,0.2
2023-04-30,S1,P2,26,52,0,0,0,69,7,100,0.2
2023-05-01,S1,P2,28,130,0,0,0,89,7,100,0.2
2023-05-02,S1,P2,24,198,0,0,0,68,7,100,0.2
2023-05-03,S1,P2,20,149,0,0,0,24,7,100,0.2
2023-05-04,S1,P2,26,149,0,0,0,76,7,100,0.2
2023-05-05,S1,P2,35,109,0,0,0,73,7,100,0.2
2023-05-06,S1,P2,47,157,13,1,0,49,7,100,0.2
